Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Rating
Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0,0,0.05,8.3,12,T
Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,7.3,18,E10+
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,6.3,12,T
Piglet's Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0,0,0.05,8,5,E
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,3.8,47,T
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0,0,0,0.05,1.1,8,E
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0,0,0.05,5.5,23,M
IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0,0,0.05,7.8,5,E
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01,0.05,3.4,14,T
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0,0.01,0.05,8,57,M
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,4.4,5,E
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0,0,0.05,5.1,475,M
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,7.7,105,E
Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05,5.9,8,T
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05,7.1,8,T
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,6.5,4,T
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0,0,0.05,4.1,42,M
Venetica,PC,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01,0.05,6.8,51,T
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0,0.01,0.05,4.9,539,M
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0,0.01,0.05,7.1,56,M
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,6.6,15,M
Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0,0,0.05,8.2,6,E10+
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0,0,0.05,7.9,9,E
Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0,0,0.05,7.8,5,E
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0,0.05,6.5,621,M
Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0,0,0.05,7.8,8,E
Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0,0,0,0.05,7,8,E10+
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0,0.02,0.01,0.05,7.4,25,T
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0,0,0,0.05,4.1,9,T
Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0,0.05,8.3,14,T
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05,6.3,7,E
The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0,0.05,7.8,12,M
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0,0,0,0.05,2.8,11,E
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0,0.01,0,0.05,5.1,7,T
Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0,0,0.05,7.3,7,E
Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0,0,0.05,8.5,13,T
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0,0.05,0,0,0.05,6.2,18,E10+
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05,6.3,4,T
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0,0.01,0.05,7.3,11,E
GRID,DS,N/A,Racing,Codemasters,0.04,0,0,0,0.05,8.1,15,E
Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0,0.05,8.3,29,M
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0,0,0,0.05,6.3,4,E
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0,0,0,0.05,4.5,4,T
Alias,XB,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,6,4,T
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.05,8.8,17,E
Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.04,0.01,0,0,0.05,8.2,6,M
Dr. Seuss: Green Eggs and Ham,GBA,2003,Action,NewKidCo,0.04,0.01,0,0,0.05,9,21,E
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0,0.05,6.7,6,E10+
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0,0,0,0.05,5.8,9,T
Dark Summit,GC,2002,Sports,THQ,0.04,0.01,0,0,0.05,4.5,4,T
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.01,0.05,8.7,279,T
The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0.01,0,0,0.05,9.1,15,E
Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0,0.04,0,0.01,0.05,8.9,891,E10+
Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.04,0.01,0,0,0.05,7.6,5,T
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0,0.01,0.05,7.8,4,T
Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0,0.01,0,0.05,7.8,17,T
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0,0,0,0.05,7.8,6,E
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.05,5.1,219,T
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,8.1,17,M
DiRT 2,PC,2009,Racing,Codemasters,0,0.04,0,0.01,0.05,8.2,352,T
Payday 2,PC,2013,Shooter,505 Games,0.04,0,0,0.01,0.05,3.4,3558,M
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05,7.4,5,E
Furu Furu Park,Wii,2007,Misc,Taito,0.05,0,0,0,0.05,4.8,5,E10+
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0,0.02,0,0.05,7.4,41,T
Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0,0,0.05,9,4,E
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0,0.05,0,0,0.05,5.4,52,T
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01,0.05,5.7,98,M
Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0,0.01,0.05,8.1,9,E
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05,7.5,44,E10+
Singularity,PC,2010,Shooter,Mastertronic,0,0.04,0,0.01,0.05,7.7,326,M
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,3.8,18,E
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05,8.6,15,E10+
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,8,451,E10+
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05,7.9,17,E10+
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0,0,0,0.05,5.9,15,T
Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,3.4,9,M
Rugby 2005,XB,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.05,7.7,11,E
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.01,0.03,0,0.01,0.05,8.8,295,M
Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0,0,0.05,9.4,5,E
Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0,0,0.05,7.5,4,E
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0,0,0,0.05,8.1,8,T
Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0,0.01,0.05,9,185,T
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0,0.01,0.05,8,19,E10+
Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05,7.8,27,E
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0,0,0.05,8.3,16,M
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0,0,0.05,7.7,6,E
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,0.04,0,0,0.05,7.5,83,T
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0,0.04,0,0.01,0.05,7.2,249,E10+
Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0,0,0.05,7.5,6,E
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05,7.1,9,E
Secret Service,X360,2008,Action,Activision Value,0.04,0,0,0,0.05,5.5,8,T
Empire Earth,PC,2001,Strategy,Vivendi Games,0,0.04,0,0.01,0.05,8.2,126,T
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,7.4,135,E
Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05,6.8,185,E10+
StarCraft,PC,1998,Strategy,Activision,0,0.04,0,0.01,0.05,9.1,813,T
World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05,6.7,6,E
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0,0,0,0.05,7.8,6,T
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0,0,0.05,7.2,17,T
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0,0.04,0,0.01,0.05,8.3,307,E
Moon,DS,2009,Adventure,Mastiff,0.04,0,0,0,0.05,7.4,21,T
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0,0,0,0.05,7.8,4,E10+
Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.02,0,0.01,0.05,7.7,13,E
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0,0,0.05,8.1,8,M
Far Cry,PC,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05,8.1,724,M
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0,0,0.05,8.7,26,E
NightCaster II: Equinox,XB,2002,Action,Jaleco,0.03,0.01,0,0,0.05,7,4,T
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,6.2,27,E
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05,6.7,6,T
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0,0,0,0.05,0.3,4,E
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0,0,0,0.05,7.3,13,E10+
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0,0,0.05,6.1,84,E
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05,3.8,59,E
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05,7.8,5,M
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,7.9,451,T
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05,3.9,24,E
Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0,0.01,0.05,8.7,25,E
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0,0.05,6.1,13,E10+
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0,0,0,0.05,3,4,T
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0,0,0.05,8.1,40,T
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0,0,0.05,5.3,43,M
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05,4.8,4,T
Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0,0,0.05,6.8,13,E10+
Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0,0,0,0.05,0.7,6,E
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,0,0.05,7.2,6,E
Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.01,0.05,8.8,1128,M
Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0,0,0,0.05,4.5,4,E
Ride 2,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.05,8,12,E
Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0,0.05,4.9,8,E
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0,0.04,0,0.01,0.05,6.9,40,T
Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0,0,0.05,7,4,T
March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05,1.7,6,E
Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0,0,0.05,8.4,5,T
The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,2.7,13,E
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0,0,0,0.05,6.2,6,E
Yager,XB,2003,Shooter,THQ,0.03,0.01,0,0,0.05,9.3,9,T
Root Letter,PSV,2016,Adventure,PQube,0,0.03,0.01,0.01,0.05,7.8,6,M
Futurama,XB,2003,Platform,SCi,0.03,0.01,0,0,0.05,6.9,14,T
Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.01,0.05,8.3,263,E10+
Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0,0,0,0.05,5.3,4,E
Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05,7.3,261,M
Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,0.04,0,0,0,0.05,8.6,9,E
Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0,0.04,0,0.01,0.05,8.4,21,E
Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0,0,0,0.05,6.3,34,M
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0,0,0.05,6.3,30,T
Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,0.03,0.01,0,0,0.05,2,9,M
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05,5.9,15,T
Pony Friends,DS,2007,Simulation,Eidos Interactive,0,0.04,0,0.01,0.04,6.6,12,E
Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04,7,4,T
S̩bastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04,8.1,73,E
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0,0,0,0.04,6.2,18,T
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0,0,0.04,0,0.04,8.3,16,T
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.04,7.5,4,T
Mafia,PC,2002,Action,Take-Two Interactive,0,0.04,0,0.01,0.04,9.1,863,M
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0,0,0.04,3,4,E
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04,8.3,27,T
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0,0,0,0.04,4.8,13,E10+
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0,0,0.04,6.8,26,E
Front Mission,DS,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04,8.9,9,E10+
Tropico 3,PC,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.04,8.1,184,T
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0,0,0.04,8.5,11,T
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0,0,0.04,8.6,1620,M
TOCA Race Driver 2,XB,2004,Racing,Codemasters,0.03,0.01,0,0,0.04,8.3,6,T
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0,0.01,0.04,7,31,T
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,0.04,0,0,0.04,4.3,286,E
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0,0,0,0.04,7.7,21,E10+
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0,0,0.04,6,38,T
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04,8.2,40,T
FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0,0,0.04,7.3,8,T
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04,8.2,9,T
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0,0.04,7.8,5,E
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04,7.3,125,T
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,5.8,78,M
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0,0.03,0,0.04,8.5,86,E10+
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0,0,0.04,8.8,6,E
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0,0,0,0.04,7.6,9,T
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,8.1,46,T
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0,0,0,0.04,7.5,4,E
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0,0.04,8.2,9,E
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,8.2,50,M
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04,6.1,7,T
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0,0,0.04,4.3,16,T
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04,8.8,115,T
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04,5,7,M
Praetorians,PC,2003,Strategy,Eidos Interactive,0,0.04,0,0,0.04,8.2,38,T
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0,0,0.01,0.04,8.4,29,M
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,6.3,4,E
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,8.3,4,E
Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0,0.03,0,0.01,0.04,8.8,8,T
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04,4.5,6,E10+
Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0,0,0.04,7.7,6,M
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,6.3,4,T
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,8.9,26,T
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,1.7,10,T
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0,0.04,7.4,38,T
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,7,4,E
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,8.3,13,E
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04,6.9,28,T
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0,0,0.04,6.2,5,E
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0,0,0.04,8.6,9,T
,,,,,,,,,,,,
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,8.2,116,E10+
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,0.04,5.9,868,M
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,0.04,7.3,23,M
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04,0.2,5,E
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,0.04,1,218,M
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04,5.9,163,E10+
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04,8.1,7,T
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04,5.8,10,E
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04,5.6,37,E10+
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,5.7,15,E
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,7.1,13,T
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,8.2,77,T
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04,6.3,4,E
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,0.04,7.7,35,E10+
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,7.7,40,T
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,6.3,4,M
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,8.6,7,E10+
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04,6.8,12,E
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0,0,0.04,6.5,57,T
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04,7.7,40,T
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0,0,0.04,4,10,E
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04,7.2,204,M
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,0.04,8.4,19,T
WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04,5.5,4,T
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,8.5,353,M
Barnyard,Wii,2006,Action,THQ,0.04,0,0,0,0.04,5.7,7,E10+
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,0.04,4.9,22,E
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04,7.9,349,T
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04,7.2,21,M
Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0,0.01,0.04,5.8,9,T
Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0,0,0.04,8.7,119,T
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,0.04,8.3,19,T
Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,0.04,7.3,43,E
Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,0.04,6.9,7,T
GRID,PC,N/A,Racing,Codemasters,0,0.03,0,0.01,0.04,7.9,463,E
Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,7.8,16,T
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04,7.7,29,T
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,8.6,235,M
NHL Hitz Pro,GC,N/A,Sports,Unknown,0.03,0.01,0,0,0.04,7.8,5,E
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,5.7,6,E
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0,0.01,0.04,3.8,8,E
Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0,0,0.04,9.2,6,T
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,0.04,9,274,T
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,0.04,4.9,35,T
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04,8.4,73,T
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04,5,8,E
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,0.04,8.5,13,T
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04,6.1,9,T
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,6.4,34,E
Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,0.04,7.5,4,E
Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.04,0,0,0.04,7,342,M
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04,2.8,5,T
Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0,0,0.04,8.5,6,E
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04,8.4,72,T
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,0.04,0,0.04,8.3,10,T
Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,0.04,6.7,7,M
Dead Rising,PS4,2016,Action,Capcom,0.02,0,0.01,0.01,0.04,6.6,30,M
